start	end	eng	cmn	jpn
1790659	1797057	Pretty impressive!  What are you looking at?  Boo-ya!	相当震惊  你看什么看?  找灭!	中々決まってるかな？ 
1797458	1803003	You got shrunk, tiny mouthwash!  Take that!	你缩水啦 小小漱口剂  看招!	ちょっと試してみるか、そぉ～っら 
1804256	1806006	You done been shrunk!	你完蛋了!	何でもOKか、こりゃいい 
1806883	1811011	Yello?  I got the shrink ray, all right.	喂?  我顺利搞到缩小射线了	- ハイ? - 手に入れたか  ああ、ばっちりだよ 
1812138	1816016	No, I'm not playing with it.  Gru?	没 我才没拿着它乱玩呢  格鲁?	油断するな、あいつがいつぞ  グルーかい！ 
1818019	1820020	Don't make me laugh! No.	别逗了! 没有	笑わせないでよ 
1820355	1827027	P.S., he is not getting the moon,  and P.P.S., by the time I'm done with him,  he's gonna be begging for mercy.	再说 他不可能偷到月亮的  再再说 等我摆平他以后  他就只有求饶的份了	あいつは行けないんだ 行くのは僕さ 
1829739	1831031	Okay, bye.	好的 拜	じゃ～ね 
1832951	1840040	Look at you, a little tiny toilet for a little tiny baby...  Curse you, tiny toilet!	迷你小宝贝 专用的迷你小马桶  我咒你全家 破迷你马桶	これじゃ～出来んな... 水だけは同じか 
1844963	1847047	Okay, here we are.	好了 我们到了	...さぁ  着いたぞ 
1847132	1848048	Home sweet home.	甜蜜温馨的家	
1848078	1850050			楽しき我が家だ 
1851136	1859059	So, this is, like, your house?  Wait a sec...  You're the guy who pretended he was a recorded message!	这 就是你家?  稍等片刻...  你就是那个假装自动答录机的人!	もしかして、ここが...  あなたの家？  ちょっと待って、録音メッセージの ふりした人でしょ？ 
1859060	1862002	No, that was someone else.	不是 那是别人干的	いや、違うよ 
1874448	1876016	Can I hold your hand?	你可以牵着我吗?	手を握ってもいい？ 
1876703	1877017	No.	不行	
1877329	1878018			あ～、ダメだ 
1887854	1893033	When we got adopted by a bald guy, I thought this'd be more like Annie.	从我们被这光头佬收养的那一刻起 我就觉得我们会落得像Annie那么惨	ハゲのおじさんでも大違い  アニーになれないね 
1901811	1903043	No, hey!	别咬 嘿!	
1905461	1906046			ヤメロ 
1906942	1913053	Kyle, these are not treats. These are guests.  Girls, this is Kyle, my	凯尔 这些不是供你享用的 这些是我们的客人  孩子们 这是凯尔 我的...	カイル、行儀が悪いぞ お客さんだ  カイルを紹介する 
1913156	1914054	dog.	狗	飼い犬だ 
1916946	1918058	Fluffy doggy!	毛茸茸的狗狗	フワフワしたワンちゃんね 
1923542	1927007	What kind of dog is that?  He is a... I don't know.	这是什么品种的狗?  它是... 我不知道	- 何て種類の犬なの？ - こいつは...わからん 
1928110	1931011	Do you really think that this is an appropriate place for little kids?	你真的觉得这里适宜小朋友居住吗?	ここが私達に ふさわしいと思う？ 
1931791	1933013	'Cause it's not.	显然不合适	そうじゃないみたい 
1934552	1937017	No! No! Stay away from there!	别 不要! 快出来!	ダメだ、出るんだ！ 
1937180	1938018	It's fragile.	它经不起折腾的	
1941309	1944024	Well, I suppose the plan will work with two.	好吧 我看计划要改成两个人了	お前らとの暮らしまで 考えてなかった 
1944677	1947027	Hey! It's dark in here.	嘿! 这里面好暗啊	ねぇ、真っ暗よ 
1950439	1953033	It poked a hole in my juice box.	它把我的果汁戳了个洞	ジュースパックに 穴があいちゃった 
1957721	1962042	As you can see,  I have provided everything a child might need.	如你们所见  我已经准备好了小孩子 可能用得上的所有东西	見ての通り 必要な物はそろってる 
1962644	1964044			”食品”　　”水”　　”トイレ” 
1964541	1965045	All right.	行了	
1966751	1969049	Okay. As I was saying... Hey!	就像我说的... 嘿!	わかってるだろうが... 
1970327	1971051	Somebody broke that.	有人把它打破了	私じゃないわ 
1971840	1975055	Okay, okay. Clearly, we need to set some rules.	好了 够了 很明显 我们得立些规矩	いくつかルールを決めよう 
1975594	1977057	Rule number one.	规矩一	最初のルールは... 
1977512	1980000	You will not touch anything.	不准碰任何东西	何も触れない 
1980181	1982002	What about the floor?	那地板呢?	床はいいの？ 
1982434	1984004	Yes, you may touch the floor.	好的 你们可以踩在地板上!	床は触れてもいいぞ 
1984561	1986006	What about the air?	那空气呢?	空気は？ 
1986021	1989009	Yes, you may touch the air!  What about this?	好的 你们可以接触空气!  那这个呢?	- 触れてもいいゾ - これは？ 
1991695	1992012			うわっ 
1992402	1994014	- Where did you get that? - Found it.	- 你从哪儿拿的? - 我找到的	- どっから持って来た？ - そこに有ったわ 
1994446	1998018	Okay. Rule number two. You will not bother me while I'm working.	好了 规矩二 我工作的时候不准打扰我	に居晩目のルールは 仕事の邪魔はしない 
1998325	2000020	Rule number three.	规矩三	三番目のルールは... 
2000285	2004024	You will not cry or whine or laugh or giggle	不准大哭 抽泣 大笑 或者咯咯笑	泣き叫ばない くすくす笑わない 
2004219	2007027	or sneeze or burp or fart!	也不准打喷嚏 打嗝 或者放屁!	くしゃみ、ゲップ、おならとか... 
2008126	2012032	So, no, no, no annoying sounds. All right?	也就是 千万千万 千万别弄出噪音 懂了?	迷惑な声や音は禁止だ 
2012383	2015035	Does this count as annoying?	这算是噪音吗?	- わかったかい？ - これは迷惑？ 
2018136	2019039	Very!	绝对噪音!	非常に迷惑だ 
2021806	2024044	I will see you in six hours.	我六小时后再来看你们	６時間後に会おう 
2026478	2030050	Okay, don't worry. Everything's going to be fine.	好吧 别担心 一切都会好起来的	心配しないで、大丈夫よ  大丈夫よ 
2031024	2035055	We're gonna be really happy here. Right? Agnes?	我们在这会很幸福的 对吧? 艾格尼斯	ここで幸せになるの  そうよね、アグネス？ 
2063974	2067027	Question. What are these?	问一下 这些是神马?	ちょっと聞きたいんだが  これは何だ？ 
2067894	2074034	A dozen boogie robots! Boogie!  Look at this. Watch me!	一打摇滚机器人! 动起来!  看好了 看我的!	大勢のブギーロボットだ ブギー！！  最高だろう！ 
2078363	2081041	Cookie robots. I said cookie robots.	饼干机器人 我说的是饼干机器人	クッキー型ロボッロ それが欲しいんだ 
2081616	2084044	Why are you so old?	为什么... 你怎么 你怎么就那么...守旧呢?	なぜ、あんたは...ボケてる... 
2086663	2088048	Okay. I'm on it.	好吧 我会搞定的	判った、作るよ 
2089207	2091051	Hello?	有人吗?	入るわよ 
2106224	2107007	TV!	电视!	あっテレビだ！ 
2127329	2128028	What is that?	那是什么?	
2128747	2131031	- Look at that! - That is cool!	- 你们看呀 - 太酷了!	うわっ、カッコいい！ 
2132000	2133033	Come on!	过来!	入ろうよ！ 
2133793	2136036	I don't think he's a dentist.	我觉得他不是牙医	グルーさんは歯医者さんなのかな？ 
2149935	2154054	We've been working on this for a while.  It's a anti-gravity serum.	我们研究这个有些时日了  它叫做反重力糖浆	以前から研究してた 反重力の薬だ 
2160320	2163003	I meant to close that. He'll be all right, I'm sure.	我本打算关好窗的 他会没事的 我保证	扉を閉め忘れた 
2163823	2169009	- Do the effects wear off? - So far  no. No, they don't.	- 药效会消失吗? - 目前来说  不会 不会 现在看不会	薬の効果は消えるのか？  今のところない あのままだ 
2170497	2173013	And here, of course, is the new weapon you ordered.	还有这个 毫无疑问 是你预定的新式武器	お前が注文した武器だ 
2177254	2178018	No, no.	不 不 不	
2178380	2182022	I said "dart gun," not... Okay.	我说的是 "飞镖枪" 不是... 好了	違うよ、俺はダート銃って 言ったんだ 
2182801	2185025	Oh, yes. 'Cause I was wondering	噢 这样啊 我还在奇怪	それで納得だ 
2185637	2188028	under what circumstances would we use this?	什么情况会用得上这玩意儿	何に使うのかと 思ってたんだ 
2188348	2193033	But, anyway.  What I really wanted to show you was this.	不过  我真正要给你展示的是这个	君にピッタリなのは... 
2198066	2201041	Now those are cookie robots!	这才是饼干机器人嘛!	これだよ！ クッキー型ロボット 
2202320	2205045	La, la, la, la I love unicorns	啦 啦 啦 啦 我爱独角兽	
2205657	2209049	What are you doing here? I told you to stay in the kitchen!	你们怎么会在这儿? 我不是说了 在厨房带着吗?	ここで何してる？ キッチンに居ろって言ったろうが 
2209411	2212052	We got bored. What is this place?	我们太无聊了 这里是干嘛用的?	退屈だったのよ ここは何なの？ 
2212163	2216056	Can I drink this?  Do you want to explode?	这个我能喝吗?  你想玩自爆吗?	飲んでもいい？  爆発したいならな 
2218086	2219059	Gru!	格鲁!	グル～！ 
2219212	2221001	Get back in the kitchen!	回厨房去!	キッチンに戻れ！ 
2221256	2223003	- Will you play with us? - No.	- 你会和我们玩吗? - 不行	遊んでよ！ 
2223386	2226006	- Why? - Because I'm busy.	- 为什么? - 因为我很忙	- 遊ばない - なんで？  忙しいんだ 
2226094	2227007	Doing what?	忙什么?	何が忙しいの？ 
2229028	2233013	Okay, okay, you got me.  The dentist thing is more of a hobby.	好吧 好吧 你赢了  牙医只是我的副业	判った、まいったよ  歯医者は単なる趣味だ 
2234102	2236016	In real life, I am a spy.	我真正的身份是间谍	本職はスパイだ 
2237022	2240020	And it is top secret, and you may not tell anybody,	这是最高机密 你们不可以跟任何人说	これは極秘だ 誰にも言うなよ 
2240193	2243023	- because if you do... - What does this do?	- 因为如果你们说了... - 这是用来做什么的?	これってなあに？ 
2246076	2247027	Hey!	嘿!	- おい！ - ごめんなさい 
2248200	2249029	My unicorn!	我的独角兽!	あたしのユニコーンが！ 
2249957	2251031	You have to fix it.	你得把它修好	戻してよ 
2251745	2257037	Fix it? Look, it has been disintegrated. By definition, it cannot be fixed.	修? 它已经化成灰了 也就是说 它不可能修好了	戻せって？  灰だぜ、もう戻らない 
2262339	2264044	That's freaking me out. What is she doing?	别吓我 她这是要干嘛?	おい、何してる？ 
2264591	2267047	She's gonna hold her breath until she gets a new one.	她会一直摒着气 直到给她个新独角兽	-　新しいのが欲しいのよ - 困ったもんだな 
2269137	2272052	It is just a toy. Now stop it!	那只是个玩具而已 别闹了	ただのオモチャだ もう止めさない 
2274807	2277057	Okay, okay! I'll fix it!	好啦 好啦 我会把它修好	わかった、何とかする 
2277354	2279059	Tim! Mark! Phil!	蒂姆! 马克! 菲尔!	ティム、マーク、フィル！ 
2281889	2287007	This is very important.  You have to get the little girl a new unicorn toy.	这非常重要  你们必须给这个丫头弄个新独角兽玩偶	この子にユニコーンの オモチャを持って来い 
2287531	2288008			- バボーイ？ - 何のこっちゃ？ 
2289012	2290010			- バボーイだよ 
2291494	2292012			- ああ、あれね 
2292869	2295015	Hey, hey, hey! A toy!	嘿 嘿 嘿! 是玩偶	ハイハイ 
2295855	2299019	Go, and hurry!  What are those?	去吧 要快!  那些是什么?	行け、大至急だ！  誰なの？ 
2299376	2302022	They are my cousins.	他们是 我的表亲	彼らは...  いとこだ 
2303338	2305025	Jerry! Stuart!	杰瑞! 斯图亚特!	ジュリー、スチュワート 
2305899	2309029	Watch them, and keep them away from me, please.	看好她们 让她们离我远点	面倒を見てろ 俺に近づけるな...頼むぞ 
2326278	2328048	- Wow! - Wow!		
2393534	2395055	It was your cousin's idea.	这是你表弟的主意	あなたのいとこが始めたのよ 
2395222	2398058	What?  Okay, bedtime.	什么?  好了 该去睡觉了	なんだって？  もう寝ろ！ 
2401561	2403003	Not you two!	没说你们俩!	お前らは違う 
2404564	2410010	Okey-dokey. Beddie-bye. All tucked in. Sweet dreams.	好啦 睡觉觉 盖好被被 做个好梦	よぉし、さっさと寝て 良い夢でも見ろ 
2411196	2415015	Just so you know,  you're never gonna be my dad.	你要知道  你永远都不会成为我爸爸	言っとくけど パパと認めないよ 
2415659	2417017	I think I can live with that.	我不会介意的	おれは構わんさ 
2419412	2421021	Are these beds made out of bombs?	这些床是用炸弹做的吗?	爆弾で作ったの？ 
2421790	2430030	Yes, but they are very old and highly unlikely to blow up.  But try not to toss and turn.  Cool.	没错 不过它们已经老得不可能爆炸了  不过还是不要翻来翻去的  酷	とても古いんだ、爆発はしないよ これで寝れるな  いけてる 
2431091	2434034	- Will you read us a bedtime story? - No.	- 你会给我们讲睡前故事吗? - 不会	おとぎ話、読んでよ 
2434344	2437037	But we can't go to sleep without a bedtime story.	不听故事我们会睡不着的	- 読まない - お話、無いと寝れないよ 
2437514	2450050	Well, then it's going to be a long night for you, isn't it?  So, good night, sleep tight, and don't let the bed bugs bite.  Because there are literally thousands of them.	那么 你的夜晚注定格外漫长了  那么 晚安 好好睡 当心别被虫子咬了  这里的虫子超多的哦	じゃー今夜は 長い夜になりそうだな  おやすみ グッスリ眠るんだぞ  南京虫に刺されるなよ 何千匹もいるぞ 
2450610	2454054	And there's probably something in your closet.	另外 你们的衣橱里可能会有什么东西哟	クローゼットには 化け物がいるからな 
2455323	2457057	He's just kidding, Agnes.	他开玩笑的 艾格尼斯	からかってるだけよ アグネス 
2475966	2476016			手に入れたよ 
2478087	2479019			バボーイだよ 
2479723	2482022	It's beautiful.	好可爱哦	かわいこちゃんね 
2510045	2512052	Girls, let's go.	姑娘们 出发了	みんな、行こうぜ！ 
2512589	2516056	Time to deliver the cookies!	送饼干去喽	クッキーの配達に行こうぜ！ 
2516384	2519059	Okay. But first, we're going to dance class.	没问题 但我们要先去上舞蹈课	バレエのレッスンが先よ 
2519137	2522002	Actually, we're going to have to skip the dance class today.	事实上 今天我们不会去上舞蹈课	今日はレッスンを 
2522140	2534014	Actually, we can't skip the dance class today.  We have a big recital coming up.  - We're doing an excerpt from Swan Lake. - Yeah, Swan Lake!  That's fantastic. Wonderful.	事实上 我们今天必须去上舞蹈课  我们马上就要有个盛大的公演了  - 我们在排练《天鹅湖》的片段 - 没错 《天鹅湖》  太好了 非常棒	- お休みしようぜ - 休む！？  今日は休めないの  もうすぐ発表会があるの  - 白鳥の湖を踊るの - そうよ、白鳥の湖  とても素晴らしい 見事だ 
2534027	2538018	But we're going to deliver cookies! Come on!	但我们要去送饼干了! 来吧!	けど今はクッキーを配達だ 
2538231	2539019			行くぞ！ 
2540283	2541021	No.	不要	行かないわ 
2542202	2546026	No?  We're not going to deliver cookies until we do dance class.	不要?  不上完舞蹈课 我们是不会去送饼干的	行かない？ 
2546434	2547027	Really?	是吗?	クッキーの販売は レッスンの後よ 
2547395	2557037	Well, I am not driving you to dance class.  So if you want to go, you are going to have to walk yourselves.	我不会开车送你们去的  要是你们想去 就自己走去吧	本気か？ 車で送らんぞ 
2563098	2564044	What are you doing?	你们干吗?	なんだよ？ 
2564474	2566046	Walking to dance class.	走去上舞蹈课	歩いて行くわ - わかったよ 
2566309	2572052	Ya? Okay, fine.  You iust keep walking, because I'm really not driving you!	你们! 好吧 好啦  慢走啊 我是绝对不会送你们去的	わかったよ、だったら歩いていけ 送らんからな 
2572315	2573053	Okay.	好的	いいよ 
2574965	2577057	You're going to suffer the wrath of Gru!	格鲁很生气 后果很严重	荒っぽくしたくないんだ 
2577646	2582002	Seriously, I'm going to count to three!  And you had better be in this car!	我说真的 我数三下  你们最好给我到车里去	三つ数える 車に乗れ！ 
2582117	2585005	Here we go! One! Two!	我要数咯! 一! 二!	いいか！１...  ２... 
2585829	2592012	...three, four and five.  And lift, and stretch.	... 三 四 五  抬 伸	３...  ４　ハイ ５、左  また、ストレッチ 
2592502	2595015	And one, and two...	一  二	１　　２　　３ 
2595171	2602022	- Here you go. - What is it?  Your ticket to the dance recital. You are coming, right?  Of course, of course.	- 给你 - 这是什么?  我们公演的门票 你会来的 对吧?  当然 当然	あげる  - なんだ？ - 発表会のチケットよ  来るよね？  勿論、いくさ 
2602762	2608028	I have pins and needles that I'm sitting on.  Pinkie promise?	我简直如坐针毡的  勾手指?	ソワソワ、ハラハラしてるんだ  指きりげんまん！？ 
2609019	2613033	Oh, yes. My pinkie promises.	好的 耍赖的是小狗	もちろん 指きりげんまん 
2625410	2630050	All right. Our first customer is a man named Vector.	好啦 我们的第一位顾客叫做向量	いいかい？  最初のお客はベクターだ 
2630207	2636056	But he's a V.  You know, we're supposed to start with the A's.  Then we go to the B's. Then we...	但他是V字头  我们应该先从A字头的开始  然后是B字头 然后我们...	ねぇ知ってる？  Aで始まり、次はBよ 
2636087	2641001	Yes, yes! I went to kindergarten. I know how the alphabet works!	没错 是的 我上过幼儿园 我知道26个字母的顺序	- そして... - ああ、しってるさ  アルファベットは幼稚園で習った 
2643637	2652012	I was just thinking  that it might be nice to deliver Mr Vector's first.  That is all.	我 我只是觉得  先给向量先生送去会比较好  就这样	おれは最初に配達するのは...  ベクターさんが良いと思ったんだ 
2655106	2658018	Almost over. It's almost over.	快结束了 就快成功了	もうすぐ終わりだな 
2659736	2664024	Girls, welcome back to the fortress of Vector-tude!	姑娘们 欢迎回到向量的城堡	おお君達 ベクター要塞へ、ようこそ 
2664991	2667027	Do you have my cookies for me?	你们把我要的饼干带来了吗?	クッキー持って来た？ 
2671123	2674034			読み込んでいます... 
2675210	2677037	Four boxes of mini-mints, two toffee totes,	四盒迷你薄荷糖 两条太妃糖	...ミニミントが４箱 
2677254	2682042	two caramel clumpies and fifteen boxes of coco-nutties.	两块焦糖太妃 十五盒可可果仁饼干	キャラメルクランピーが２箱 ココナッツが１５箱ですね 
2682050	2685045	Exactly. I'd like to see somebody else order that many cookies.	没错 我很想知道 还有谁会订那么多饼干	注文通りだ、 こんなに買う奴がいたら見たいもんだ 
2685720	2689049	Not likely.  Name one person who ordered more cookies than me.	不太可能  说出一个比我订的还要多的人	ボクちゃんは上客だろう？ 
2689140	2690050	That'll be $52.	一共52美元	お支払いは５０ドルです 
2691268	2692052	Right.	好的	分かった 
2692452	2693053			ターゲット発見 
2700110	2703003	Seven, eight, nine...	七 八 九...	
2703738	2706006	Tic Tacs! Where was I?	脑抽了! 数到哪儿了	
2706408	2709009	Seven, eight, nine...	七 八 九	８枚... ９枚... 
2709703	2711011	Why are you wearing pyjamas?	你为什么穿着睡衣?	パジャマじゃないんだ 
2712497	2716016	These aren't pyiamas! This is a warm-up suit.	这不是睡衣! 这是我的热身套装	ウォームアップ・スーツだよ 
2724105	2725025			侵入、要塞、周辺 
2732559	2738038	- What are you warming up for? - Stuff.  What sort of stuff?  Super-cool stuff you wouldn't understand.	- 你为什么要热身? - 有事  什么事?  非常带劲的事 你不会懂的	- 他の服は？ - うるさい  超イケてるんだ お前にはわからん 
2738607	2743043	Like sleeping?  They are not pyjamas!	比如睡觉?  这不是睡衣!	- 寝る服みたいに？ - パジャマじゃない！ 
2754831	2758058	Here you go, 52 big ones.	给你 52块大洋	ほらよ、５０ドルだ 
2776144	2777017	Bye!	拜!	じゃ～な！ 
2831533	2833013	Come on!	加油!	
2855015	2857037	What the...	这是...	
2859644	2861041	Quiet down, fish!	安静点 大鱼	驚くじゃないか 
2868361	2869049	Down, boy!	安静 孩子	
2892510	2896016	We did it! Come on, girls, let's go!	我们成功啦! 快点 姑娘们 我们走了	上手くいったぞ さぁ帰るぜ 
2903730	2909029	But what about the other people who ordered cookies?  Life is full of disappointments	其他那些定了饼干的人怎么办?  生活总是不尽如人意的	他の客はどうするの？  人生はそんなに甘くない 
2909736	2911031	for some people.	对有的人来说	甘い汁を吸う奴もいるんだ 
2917202	2923043	Don't do that!  Super Silly Fun Land! Can we go? Please?  No.	别这么嚎了!  超级淘气乐园! 我们能去吗? 拜托  不行	じっとしとれ  遊園地だ、ねぇ遊ぼうよ！  ダメだ 
2923416	2927047	But we've never been. And it's the funnest place on earth!  Don't care.	但我们从来没去过 那可是世界上最好玩的地方啊  不关心	行った事ないのよ、 お願い、行こうよ  - 知るか - お願い！ 
2927128	2928048	- Please? - Please?	- 拜托 - 拜托嘛	
2928065	2932052	We'll never ask for anything else, ever again!  - Pretty please? - Please?	我们以后再也不会提任何要求了  - 求求你嘛 - 拜托啦	- 二度と言わないから - 行こうよ！  - おねがい！ - おねがい！ 
2933708	2936056			”置き去り” 
2939266	2941001	- Come on! - Come on!	- 拜托啦! - 答应吧!	行こうよ！ おねがいよ 
2941768	2944004	Light bulb.	有办法了	仕方ないな 
2948817	2950010	Come on!	快点!	
2950694	2953013	Goodbye, have fun.	再见 玩开心点	じゃーな、しっかり遊べよ 
2956756	2960020	Sorry, dude. They can't ride without an adult.	不好意思 哥们儿 她们必须有大人陪着才能玩	悪いけど 大人同伴なんだ 
2960678	2962022	What?	什么?	なんだと！ 
3015620	3017017			”楽しいスナップ写真を持ち帰ろう！ 
3018845	3020020	Oh, my gosh!	我的天啊!	イェ～～イ！！ 
3020096	3022022	Look at that fluffy unicorn!	快看那个毛茸茸的独角兽	あれ見て！ フワフワのユニコーンだよ 
3025268	3027027	He's so fluffy, I'm gonna die!	它太可爱了 我受不了了	遊ばせてくれないと 死ぬ！！ 
3027646	3032032	You've gotta let us play for it!  No, no, no.  Come on!	你得让我们把它赢回来  不 不 不 不不不不  来嘛!	- 遊ばせてやってよ - ダメだ  - 絶対ダメだ - やろうよ 
3033818	3036036	How much for the fluffy unicorn?	这个毛毛独角兽多少钱?	このユニコーンは いくらかな？ 
3037572	3039039	Well, it is not for sale.	这个是非卖品	これは売り物じゃないんで 
3039574	3044044	But all you gotta do to win it is knock down that little spaceship there.	你必须把那边那个宇宙飞船打倒 才能得到这个独角兽	獲得するには あの宇宙船を破壊するんだ 
3045413	3046046	It's easy!	很容易的!	
3046072	3047047			とても簡単ですよ 
3054923	3056056	Yay!		
3058557	3059059			やった～！ 
3059557	3060000			”準備はいい？” ”ハジメ！” 
3067360	3068008			”おしまい、あんたの負け” 
3068186	3069009	Again!	再一次!	お願い、もう一回だけ！ 
3070105	3076016	- Wait! - Come on. One more time!  Just one more.  I accidentally closed my eyes.	- 等一下 - 拜托 再一次!  最后一次  我不小心闭眼了刚刚	もう一回遊ばせて  うっかり目を閉じちゃったの 
3091585	3093033	- I hit it! I hit it! - That was cool.	- 我打到它了! 我打到它了! - 好厉害	
3093050	3094034			- 見て、当たったわ - やった～～ 
3094411	3095035			”おしまい、" 
3095491	3096036			あんたの負け 
3098049	3101041	Whoa, whoa, whoa. What was that?	哇 哇 哇 这算什么?	おい、ちょっと あれはなんだ？ 
3101678	3112052	She hit that. I saw that with my own eyes.  Hey, buddy, let me explain something to you.  You see that little tin spaceship? You see how it's not knocked over?	她打到了 我明明看到了  嘿 老兄 我给你解释解释  看到那个小宇宙飞船了吗? 你看 它还没有被打倒吧?	命中したろ！ 俺は見たぞ  なぁ、おっさん 聞いてくれよ  宇宙船が見えるよな  ひっくり返ってないだろう どうだ？ 
3112314	3115055	Do you know what that means, professor?	你知道这是什么意思吗 教授?	意味がわかるだろう、旦那？ 
3115233	3119059	It means you don't get the unicorn!	意思就是 你得不到那个独角兽!	あんたはユニコーンを 貰えないんだよ 
3120906	3125005	Somebody's got a frowny face.  Boo! Better luck next time!	某人的脸很难看哦  好怕怕! 下次好运	子供たちがガッカリするぜ  今度はうまくいくさ 
3127495	3130010	Okay, my turn.	好了 我来	じゃー、  今度は俺の番だ 
3151645	3154034	Knocked over!	倒了吧!	ブッ飛んだぜ～～って！ 
3158485	3161041	- It's so fluffy! - Yeah!	- 好软啊 - 是呀	- フワフワよ！ - やった～！ 
3162030	3168048	That was awesome!  You blew up the whole thing!  Let's go. Let's try another game!	你太强了!  你把那些都炸了!  我们走吧 去玩其他的游戏!	- すさまじい！ - 全部吹っ飛んだよ！  他のゲームも破壊しに行こうよ！ 
3175377	3178058	Gru, do you mind if I have a quick word?	格鲁 我能跟你说几句吗?	わしに喋らせない気か？ 
3178547	3181001	Okay, girls, go play.	好啦 姑娘们 去玩吧	みんな、遊んでおいで 
3188348	3190010	I got the shrink ray!	我拿到缩小射线了!	縮ませ光線銃、ゲット！ 
3193270	3195015	Cotton candy!	棉花糖!	綿アメ、いるか？ 
3196481	3200020	We have 12 days until the moon is in optimum position.	距离月亮到达对我们 最有利的位置只有12天了	月の位置が最適になるのに １２日しかないんだ 
3200527	3202022	We can't afford any distractions!	我们不能再东拉西扯了!	遊んでる暇はないぞ 
3204406	3205025	Get me Perkins.	帮我接通珀金斯	パーキンスさんと話すよ 
3213707	3220040	Sorry to bother you, Mr Perkins,  but I figured that you would want to see this!	抱歉打扰你 珀金斯先生  但我认为 你会很想看看这个	忙しい所すみません これを見たいと思いまして 
3220672	3222042	What?	什么?	
3234311	3240000	Well done, Gru. Rather impressive.  Now, the rest of the plan is simple.	做得好 格鲁 出乎意料  现在 剩下的事就简单多了	さすがだ、グルー すこし感動したぞ  残りの計画の方が 感動しますよ 
3240525	3244004	I fly to the moon. I shrink the moon.	我飞去月亮上 把月亮缩小	私が月へ飛び、  そして月を縮ませ 
3244362	3252012	I grab the moon. I sit on the toilet.  What?  Sorry. Sorry!	我把月亮拿走 然后我坐在马桶上  什么?  不好意思 不好意思!	...そして手に入れる  トイレの便座に座って...ん？  すみません ほんの少し失礼します 
3252078	3255015	Could you excuse me for just one second?	您能稍等下吗?	
3255290	3256016	I told you not to touch my things.	我跟你们说 不要碰我的东西	
3256791	3263023	I told you, I told you. I've told you a thousand times.  Hey, can we order pizza?  Pizza? You just had lunch.	我说了又说 我跟你们说了一百遍了  嘿 我们能叫份披萨吗?  披萨? 你们不是刚吃的中饭吗?	- お昼にピザ食べたい - ピザ！？ 
3263477	3266026	Not now, for dinner.  Dinner?	不是现在吃 当晚饭  晚饭?	ランチの場合じゃない  - じゃ、夕食は？ - 夕食 
3266551	3276036	Just... Fine, fine, fine, whatever. Just get back in there!  Can we get stuffed crust?  - Stuffed crust! - Stuffed crust!  I'll stuff you all in the crust!	那... 好吧 好吧 好吧 随你们 乖乖到里面去  我们能点厚底披萨吗?  - 厚底披萨! - 厚底披萨!  我要把你们全包进面皮里	いいから、さっさと行け  - 苛立ってるわね - そう、いつもと違う  今、忙しいんだ 
3277437	3281041	You're funny!  Just don't come out of that room again!	你好好笑!  别再踏出那房间一步了!	- 起った顔が可愛い - ここへはもう入るな 
3282192	3283043	All right.	好了	
3284152	3297057	Sorry about that. Where were we?  You were sitting on the toilet.  No, no, no! No, I'm sorry. It was a little attempt at humour.  I know how much you like to laugh	不好意思 刚刚说到哪儿了  你坐在马桶上  不 不 不 不是 抱歉 那只是我小幽默一下  我知道你超爱笑的...	すみません、手違いがありまして  - トイレから？ - いえ、いえ  ちょっとした、ユーモアで 貴方がユーモア好きだと思いまして 
3299209	3303003	inside. Now, I was saying...	你 内心深处 现在 我要说的是...	心の奥底で、私は... 
3303374	3304004			言葉の通り... 
3306633	3313013	You don't seem terribly focused, Gru.  Believe me, I am completely focused.  - Hello! - What?	看来你精力不太集中 格鲁  相信我 我绝对全神贯注  - 你好! - 什么?	集中できない様だな、グルー  - 勿論、集中してます - こんにちは 
3313223	3314014	That guy is huge!	这有个巨人!	デッカイおじさん！ 
3314474	3316016	- Are we on TV? - What are those? Children?  What are you doing? I told you to stay out of here!	- 我们上电视了吗? - 那是什么? 哪来的孩子?	
3316059	3319019		你们又要干嘛? 跟你们说了别过来!	子供か？  何してる、遊んでろと言ったろう！ 
3323984	3325025	No, no, no!	不要!	そりゃ、ダメだ 
3325318	3328028	Freeze ray!  Mr Gru?	冰冻射线!  格鲁先生?	笑ってよ  ミスターグルー 
3332784	3334034	Okay.	好的	
3335495	3346046	As I was saying...  No need to continue. I've seen quite enough.  - But my plan... - Is a great plan.  I love everything about your plan, except for one thing.	我刚才说...  别说了 够了  - 但是我的计划... - 很好  计划很好 美中不足的	- まだ話が... - もう話す必要はない  - 十分見させてもらった - でも計画は...  見事な計画だ、実にすばらしい  一つを除いてな 
3347382	3348048	You.	是你	
3348071	3349049			君だ 
3351970	3356056	Look, Mom, I drew a picture of me landing on the moon!	看 妈妈 我画了张自己登月的画!	ママ見て！ 僕が月面着陸する絵だよ 
3358643	3363003	Look, Mom, I made a prototype of the rocket out of macaroni!	看 妈妈 我用通心粉做了个微型火箭!	ママ見て！ マカロニでロケット作ったよ 
3365317	3370010	Look, Mom, I made a real rocket based on the macaroni prototype!	妈妈 我照着通心粉火箭模型造了个真家伙!	ママ見て！ 今度は本物を作ったよ 
