start	end	eng	cmn	jpn
1680050	1685005	 Bloody hell. What's the Minister of Magic doing here? 	 妈的  魔法部长来搞毛 	 わぉ、魔法大臣がどうしてここに？ 
1690810	1692012	 To what do we owe the pleasure, Minister? 	 部长大人来此有何贵干 	 大臣、ぼくらには 会って楽しいことがあるの？ 
1692700	1697017	 I think we both know the answer to that question, Mr. Potter. 	 这个问题你我都心知肚明  波特先生 	 ポッター君、その答えは お互いに分かっていると思う。 
1704970	1707027	 And this is...? 	 这是什么 	 これは何ですか？ 
1714850	1715035		 现在我将宣读 	
1715198	1723043	"Herein is set forth the last will and testament...  ...of Albus Percival Wulfric Brian Dumbledore.	阿布思·珀西瓦尔·伍尔弗里克·布赖恩·邓布利多  最后的遗嘱	ここに遺言書がある  アルバス･パーシベル･ウォルフリック ･ブライアン･ダンブルドアのものだ "		
1723870	1728048	 First, to Ronald Bilius Weasley... 	 首先  我要把熄灯器留给 	"最初に、"" ""ロナルド･ビリウス･ウィズリーに… "
1728390	1731051	 ...I leave my Deluminator... 	 罗恩·比利斯·韦斯莱 	デルミネーターを贈る。 
1731780	1734054	 ...a device of my own making... 	 这是我自己做的一个小东西 	私自身が製作した装置で… 
1734230	1739059	 ...in the hope that, when things seem most dark... 	 希望它能在最黑暗的时候 	願わくば、暗闇の中で… 
1741230	1744004	" ...it will show him the light."" "	 给罗恩带来光明 	これが君に光を示さんことを。 
1749900	1753013	 - Dumbledore left this for me? - Yeah. 	 -邓布利多把这个留给我  -是的 	 －ダンブルドアがぼくに？ －そうだ。 
1753870	1755015	 Brilliant. 	 太棒了 	 すごい 
1756906	1758018	 What is it? 	 -这怎么使  -打开它 	 これは何ですか？ 
1770620	1772032	 Wicked. 	 太帅了 	 すごいな 
1774580	1777037	"To Hermione Jean Granger... 	 将我珍藏的《诗翁彼豆故事集》 	 ""ハーマイオニー･ジーン･グレンジャーに… "		
1777660	1783043	 <i>...I leave my copy of The Tales of Beedle the Bard...</i> 	 留给赫敏·简·格兰杰 	吟遊詩人ビードゥル物語の本を贈る。 
1783050	1787047	" ...in the hope that she find it entertaining and instructive."" "	 希望她能从书中找到乐趣和启发 	"彼女にとって面白く、"" ""有益な本であることを願う。 "
1788410	1790050	 Mom used to read me those. 	 我妈以前常给我读 	 その物語は母さんがよく話してくれたよ。 
1790940	1792052	The Wizard and the Hopping Pot. 	 精灵和魔力壶 	魔法使いと跳ねる鍋 
1792554	1795055	Babbitty Rabbitty and the Cackling Stump. 	 芭比兔与话唠树桩 	バビティ･ラビティと笑う切り株 
1797130	1800000	 Come on, Babbitty Rabbitty. 	 得了  芭比兔啊 	 ほら、バビティ･ラビティだよ… 
1800830	1801001		 没听过吗 	
1801184	1802002	 No? 		 知らないの？ 
1803060	1806006	"To Harry James Potter... 	 哈利·詹姆斯·波特 	 ""ハリー･ジェームズ･ポッターに… "		
1806320	1810010	 ...I leave the Snitch he caught in his first Quidditch match at Hogwarts... 	" 将得到这只金色飞贼""  这是他在霍格沃茨  第一次参加魁地奇比赛时抓到的 "	"彼がホグワーツで"" ""最初に捕まえたスニッチを贈る。 "
1810230	1815015	 ...as a reminder of the rewards of perseverance... 	 以时刻提醒他 	忍耐と技能の大切さを… 
1817470	1819019	" ...and skill."" "	 毅力和技巧的回报 	思い出させるものとして。 
1839650	1848048	 - Is that it, then? - Not quite.  Dumbledore left you a second bequest: 	 就这些吗  还没  邓布利多还留给你  第二件遗物 	 - これで終わりですか？ - まだだよ  ダンブルドアから君への… 
1848610	1851051	 The sword of Godric Gryffindor. 	 戈德里克·格兰芬多之剑 	 遺産贈与が一つある。 
1853270	1858058	 Unfortunately, the sword of Gryffindor was not Dumbledore's to give away. 	 很不幸  邓布利多没有权利  将格兰芬多之剑赠予他人 	 残念ながら、その剣はダンブルドアが 遺贈できるものではなかった。 
1858190	1861001	 As an important historical artifact, it belongs-- 	 作为一件贵重的历史文物  它属于... 	 重要な歴史上の遺物として… 
1861140	1862002	 To Harry. 	 哈利 	 ハリーのものよ。 
1863060	1865005	 It belongs to Harry. 	 它属于哈利 	 ハリーの所有物だわ。 
1865190	1871011	 It came to him when he needed it in the Chamber of Secrets.  The sword may present itself to any worthy Gryffindor. 	 在密室里  当哈利最需要的时刻  它选择了哈利  每当遇到格莱芬多的杰出学生时  宝剑就会出现  格兰杰小姐 	 その剣は秘密の部屋で 一番必要なときに彼の元にやって来た。  その剣はグリフィンドールとして ふさわしい者の元に現れるかも知れないが… 
1871160	1873013	 That does not make it that wizard's property. 	 这并不表示它属于那个人 	 だからと言ってその魔法使いの 所有物だとは言えない。 
1874870	1875015		 更何况 	
1875125	1878018	 And, in any event, the current whereabouts of the sword are unknown. 	 现在没人知道宝剑在哪 	 さらには不幸にもその剣の 現在のありかは分かっていない。 
1878530	1881021	 - Excuse me? - The sword is missing. 	 你说什么  剑不见了 	 - 今、何と？ - その剣は行方不明だ。 
1882690	1886026	 I don't know what you're up to, Mr. Potter... 	 我不知道你接下来要做什么  波特先生 	 ポッター君、君が何をしようと しているのかは知らないが… 
1886370	1890030	 ...but you can't fight this war on your own. 	 但你不能单打独斗 	 君一人でこの戦争を戦うのは無理だ。 
1890410	1893033	 He's too strong. 	 他太强大了 	 彼はあまりにも強い。 
1954050	1955035	 Hello, Harry. 	 你好  哈利 	 こんばんは、ハリー 
1956270	1960040	 I've interrupted a deep thought, haven't I? I can see it growing smaller in your eyes. 	 我打扰了你的沉思吗  我从你的眼睛里看得出来的 	 考え事の邪魔をしたかしら？ 目がそんな感じだったわ。 
1960260	1962042	 Of course not. How are you, Luna? 	 当然没有  你好吗  卢娜  很好 	 そんなことないよ。 ルナ、元気だった？ 
1962378	1965045	 Very well. Got bitten by a garden gnome only moments ago. 	 我被地精咬了一口  大拇指失去知觉了 	 元気よ。庭小人が私の指を噛んだけど… 
1965060	1967047	 Gnome saliva is very beneficial. 	 地精唾液可大有裨益哦 	 小人の唾液はとっても役に立つんだ。 
1967440	1970050	 Xenophilius Lovegood. We live just over the hill. 	 谢诺菲留斯·洛夫古德  我们住在山上  很高兴见到你  先生 	 ゼノフィリアス･ラブグッドだ。 その向こうの丘に住んでる。 
1970220	1971051	 Pleasure to meet you, sir. 		 初めまして。 
1971540	1974054	 <i>I trust you know, Mr. Potter, that we at The Quibbler...</i> 	 相信波特先生知道我们的《唱唱反调》  跟《预言家日报》对着干 	 ポッター君、 君は分かってると思うが… 
1974524	1983003	 <i>...unlike those toadies at The Daily Prophet...</i>  ...fully supported Dumbledore in his lifetime...  ...and, in his death, support you just as fully. 	 我们在邓布利多在世时和他去世后  都全力支持他  也全力支持你 	 我がクィブラー紙は  預言者新聞とは違って、生前も死後も…  ダンブルドアを支持している。 それに君に対してもだ。 
1983540	1985005	 Thank you. 	 谢谢 	 ありがとう 
1985180	1988008	 Come, Daddy. Harry doesn't want to talk to us right now. 	 好了爸爸  哈利现在不想跟我们说话 	 父さん、行くわよ。 ハリーは私たちと今は話したくないのよ。 
1988170	1990010	 He's just too polite to say so. 	 他只是怕有失礼貌 	 礼儀正しいから言わないだけよ。 
1990773	1992012	 Harry Potter. 		 
1996310	2002022	 Excuse me, sir? May I sit down?  Mr. Potter. By all means. Here. 	 抱歉  先生  -我能坐吗  -波特先生  请便 	 失礼ですが… 座ってもいいですか？  ポッター君… もちろんだよ…どうぞ 
2002252	2003023	 Thanks. 		 どうも 
2006020	2009029	 <i>I found what you wrote in The Daily Prophet really moving.</i> 	 我看了你在预言家日报上写的文章  非常感人 	 あなたが書いた預言者新聞の 記事を読んで、感動しました。 
2009500	2013033	 You obviously knew Dumbledore well. 	 你一定  很了解邓布利多吧 	 ダンブルドアをよく知ってたんですね。 
2013220	2022042	 Well, I certainly knew him the longest.  That is, if you don't count his brother, Aberforth...  ...and somehow, people never do seem to count Aberforth. 	 我认识他的时间最长了  除了他弟弟阿不福思外  不过  好像从没人记起过阿不福思 	 まあ、確かに、私が一番長い 付き合いだった。  彼の兄弟のアバーフォースを除けばね。  どういうわけか皆は彼を計算に 入れないんだ。 
2022600	2024044	 - I didn't even know he had a brother. - Ah. 	 我都不知道他还有个弟弟 	 ダンブルドアに兄弟が いることさえ知らなかった。 
2025074	2030050	 Well, Dumbledore was always very private, even as a boy.  Don't despair, Elphias. 	 邓布利多一直独来独往  从小就是  别惆怅了  埃菲亚斯 	 まあ、ダンブルドアは秘密主義だった からね、子供に対してもね。  エルフィアス、悪く言わないで。 
2030150	2034054	 I'm told he's been thoroughly unriddled by Rita Skeeter... 	 丽塔·斯基特曝光了他的一切 	 リタ･スキーターの８００ページの本で、 
2034570	2037057	 ...in 800 pages, no less. 	 书有800页厚呢 	 彼が完全に秘密主義だったと 教えられたわ。 
2038280	2042002	 Word has it that someone talked to her. 	 据说  有人向她透露了些秘密 	 誰かが彼女にそれを話したのね。 
2042800	2045005	 Someone who knew the Dumbledore family well. 	 一个与邓布利多家族关系密切的人 	 ダンブルドア一家を よく知っている誰かね。 
2046160	2049009	 Both you and I know who that is, Elphias. 	 咱俩都知道这指的是谁吧  埃菲亚斯 	 あなたも私もそれが誰なのか 分かってるけど… 
2049430	2051011	 A monstrous betrayal. 	 这是可耻的背叛 	 まったくひどい裏切りだ。 
2052790	2055015	 Who are we talking about? 	 这个  这个人是谁啊 	 誰のことを話してるの？ 
2056280	2058018	 Bathilda Bagshot. 	 巴希尔达·巴肖特 	 バシルダ･バグショット 
2059930	2060020		 谁 	
2060243	2066026	 - Who? - My God, boy...  ...she's only the most celebrated magical historian of the last century. 	 天哪  孩子  她可是  上个世纪最著名的魔法史家 	 - 誰なの？ - あらまあ…  彼女こそ、前世紀で もっとも著名な魔法歴史学者よ。 
2067700	2072032	 She was as close to the Dumbledores as anyone. 	 还是邓布利多的老朋友 	 彼女が他人ではダンブルドアに 近かった人だわ。 
2072260	2077037	 Oh, I'm sure Rita Skeeter thought it well worth a trip to Godric's Hollow... 	 丽塔·斯基特肯定觉得  很值得去一趟戈德里克山谷 	 リタ･スキーターは 昔の鳥の記録をのぞき見して… 
2077300	2080040	 ...to take a peek into that old bird's rattled cage. 	 拜访一下那个老不啦叽的女人 	 ゴドリックの谷に行く価値があると 考えたに違いないわ。 
2080700	2082042	 Godric's Hollow? 	 戈德里克山谷 	 ゴドリックの谷？ 
2083180	2085045	 Bathilda Bagshot lives at Godric's Hollow? 	 巴希尔达·巴肖特住在戈德里克山谷吗 	 バシルダ･バグショットは ドゴリックの谷に住んでるの？ 
2085370	2087047	 Well, that's where she first met Dumbledore. 	 她就是在那认识邓布利多的 	 彼女はそこでダンブルドアと 初めて会ったのよ。 
2087650	2089049	 You don't mean to say he lived there too? 	 你不会是说邓布利多也住在那吧 	 彼がそこに住んでた訳じゃないんだね。 
2089200	2093053	 The family moved there after his father killed those three Muggles. 	 他爸爸杀了那三个麻瓜后  全家就搬了过去 	 彼の父親が３人のマグルを 殺した後で、引っ越したのよ。 
2093543	2102002	 Oh, it was quite the scandal.  Honestly, my boy, are you sure you knew him at all? 	 那可是当时很大的丑闻  孩子  说真的  你真的了解邓布利多吗 	 実に不名誉なことよ。  あらまあ、彼のことを全部知ってる と思ってたの？ 
2128440	2131031	 <i>The Ministry has fallen.</i> 	 魔法部垮台了 	 魔法省は陥落した。 
2132150	2136036	 <i>The Minister of Magic is dead.</i> 	 魔法部长死了 	 魔法大臣は死んだ。 
2138180	2143043	 <i>They are coming.</i>  <i>They are coming.</i> 	 他们来了  他们来了 	 やつらがやって来る。  やつらがやって来る。 
2144594	2146046	 <i>They are coming.</i> 		 やつらがやって来る。 
2146262	2147047	 They're coming! 		 やつらがやって来る。 
2149350	2151051	 Nice meeting you, Mr. Potter. 	 后会有期了  波特先生 	 会えてよかったよ、ポッター君 
2162230	2165005	 - Ginny! - Harry! Go! 	 金妮  快走  快走 	 - ジニー！ - ハリー逃げるんだ！ 
2165214	2166006	 Go! 		 行け！ 
2179595	2182022	 Here you go, sightseeing tour? Leaves in 15 minutes. 		 
2183320	2186026	 - Where are we? - Shaftesbury Avenue. 	 我们这是在哪  舍夫茨别利路 	 - ここはどこなの？ - シャフツベリー通りよ。 
2186150	2189029	 I used to come to the theater here with Mom and Dad. 	 我以前常和爸妈来这看戏 	 ここに両親とよく映画を観にきたの。 
2189939	2193033	 I don't know why I thought of it. It just popped into my head. 	 我也不知道怎么想到的  它突然就蹦了出来 	 理由は分からないけど、 最初に思い付いたのよ。 
2193180	2195035	 This way. 	 这边 	 こっちよ 
2198810	2201041	 We need to change. 	 我们得换身衣服 	 着替えましょう。 
2206810	2207047		 活见鬼了 	
2207123	2213053	 How the ruddy...?  Undetectable Extension Charm.  You're amazing, you are. 	 -空间扩增咒  -你真厉害 	  感知不能魔法よ  君ってすごいね。 
2213610	2216056	 Always the tone of surprise. 	 生活充满着惊喜 	 いつも驚いてるわ。 
2217010	2220000	 Ah. That'll be the books. 	 剩下的就是那堆书了 	 あら、教科書だわ。 
2225980	2228008	 What about all the people at the wedding? 	 婚礼上的人怎么办 	 結婚式に出席していた皆は？ 
2228150	2230010	 - Do you think we should go back? - They were after you. 	 我们是不是该回去看看  伙计  他们冲你来的 	 - 戻るべきかな？ - 追われているのは君だよ。 
2230394	2233013	 We'd put everyone in danger by going back. 	 回去的话  大家都会有危险 	 危ない目にあったらどうするんだ。 
2234660	2238018	 - Ron's right. - Ahem.  Coffee? 	 -罗恩说的对  -要什么咖啡 	  コーヒーでいいですか？ 
2238770	2242022	 - A cappuccino, please. - You? 	 -一杯卡布奇诺  -你呢 	 - カプチーノをお願い。 - あなたは？ 
2242720	2246026	 - What she said. - Same. 	 -和她一样  -一样 	 - 彼女が言ったものを。 - 同じ物で。 
2248980	2253033	 So where do we go from here? Leaky Cauldron? 	 那我们现在去哪  破釜酒吧 	 どこに行こうか？漏れ鍋は？ 
2253600	2255035	 It's too dangerous. 	 太危险了 	 危険過ぎるわ。 
2255568	2262042	 If Voldemort has taken over the Ministry, none of the old places are safe.  Everyone from the wedding will have gone underground, into hiding. 	 如果伏地魔控制了魔法部  就没哪是安全的了  婚礼上的人也都该躲起来了 	 式場で聞いたことが本当なら 魔法省はもう安全な場所じゃないわ。  式に出席していた人達は 身を隠したと思うわ。 
2262060	2265045	 My rucksack with all my things, I've left it at the Burrow. 	 我的包还在陋居  东西都在里面 	 ぼくのリュックサックを 隠れ家に置いてきたんだ。 
2270140	2273053	 You're joking. 	 你开玩笑吧 	 冗談だろ… 
2273890	2277057	 I've had all the essentials packed for days, just in case. 	 我几天前就把必需品装包里了  以防万一 	 何日分かの必需品を荷造りしたわ。 
2278027	2280000	 By the way, these jeans, not my favorite. 	 对了  我最喜欢的牛仔裤怎么没带上 	 念のためにね。 
2281370	2282002	 Down! 	 趴下 	 伏せろ！ 
2283280	2284004	 <i>Stupefy!</i> 	 昏昏倒地 	 ステューピファイ！ 
2289105	2290010	 <i>Expulso!</i> 		 エクスパルソ！ 
2300600	2302022	 <i>Petrificus Totalus.</i> 	 统统石化 	 ペトリフィカス･トタルス！ 
2306450	2308028	 Go. 	 快走  离开这 	 逃げて！ 
2308224	2309029	 Leave. 		 出て行って。 
2313670	2316036	 Lock the door, get the lights. 	 锁上门  熄掉灯 	 ドアに鍵をかけて、明かりを消すんだ 
2325680	2326046		 这个是罗尔 	
2326108	2331051	 This one's name is Rowle.  He was on the Astronomy Tower the night Snape killed Dumbledore. 	 邓布利多被杀的那晚  他也在占星塔上 	 この男はロウルだ。  ダンブルドアを殺したあの夜 天文学の塔にいたよ。 
2332270	2337057	 This is Dolohov. I recognize him from the wanted posters. 	 这个是多罗霍夫  我在通缉布告上见过 	 これはドロホフだ。 指名手配のポスターに載ってる。 
2337880	2340000	 So, what we gonna do with you, hey? 	 怎么处置你们呢 	 どうしてやろうかな？ 
2341000	2344004	 Kill us if it was turned round, wouldn't you?  If we kill them, they'll know we were here. 	 反过来  你们会杀了我们对吧  杀了他们的话  食死徒就知道我们在哪了 	 ぼくらを殺して寝返る気だろう？  殺したらぼくらの居場所がバレるよ. 
2344460	2350010	 Ron.  Suppose he did Mad-Eye. How would you feel then? 	 -罗恩  -没准是他杀的疯眼汉呢  你还那么想吗 	 ロン…  こいつがマッドアイを殺してたら？ 
2352280	2361021	 It's better we wipe their memories.  You're the boss.  Hermione... 	 抹去他们的记忆吧  你说了算  赫敏 	 記憶を消す方がいいだろう。  君がボスだからね  ハーマイオニー 
2361131	2363023	 ...you're the best at spells. 	 魔咒什么的你最拿手 	 呪文は君が一番だ。 
2381300	2383043	 <i>Obliviate.</i> 	 一忘皆空 	 オブリビエイト… 
2396000	2397057	 How is it they knew we were there? 	 他们怎么找到我们的 	 ぼくらの居場所がどうして分かったんだ？ 
2397610	2399059	 Maybe you still have the Trace on you? 	 你可能还带着踪丝 	 あなたがまだ※ひも付きなのかも？ 
2399260	2403003	 Can't be. Trace breaks at 17. It's wizarding law. 	 不可能  十七岁踪丝就消失了 	 無理だよ。それはぼくが１７才になるまでだ。 - 待って 
2404620	2406006	 What? 	 怎么了 	 どうしたんだい？ 
2407096	2410010	 We didn't celebrate your birthday, Harry. 	 我们还没给你过生日呢  哈利 	 あなたの誕生日をお祝いしてないわ。 
2410380	2413013	 Ginny and I, we prepared a cake. 	 我和金妮还准备了个蛋糕 	 ジニーと私でケーキも焼いたのよ。 
2413230	2420020	 We were going to bring it out at the end of the wedding.  I appreciate the thought, but given the fact that we were almost killed... 	 我们准备在婚礼结束时拿出来  赫敏  说真的  你的好意我心领了  但是看看刚才  我们差点被几个食死徒杀了 	 結婚式の最後で出してくる予定だった。  それには本当に感謝するけど、 ほんの少し前にデスイーター達に 
2420173	2423023	 ...by a couple of Death Eaters a few minutes ago.... 	 还是先别想这个了吧 	 殺されそうになったんだよ。 
2424718	2428028	 Right.  Perspective. 	 也是  说的对 	 そうね…  その通りね。 
2428353	2431031	 We need to get off the streets, get somewhere safe. 	 咱们别在街上晃悠了  找个安全的地方 	 通りから離れて、 どこか安全な場所に行こう。 
2464290	2466006	 What was that all about? 	 刚才那是什么 	 一体あれは何だ？ 
2467370	2473013	 Probably Mad-Eye's idea, in case Snape decided to come snooping. 	 应该是疯眼汉的主意吧  防止斯内普偷摸进来 	 たぶん、マッドアイのアイデアね。 スネイプが嗅ぎ回らないように。 
2481280	2483023	 <i>Homenum Revelio.</i> 	 人形显身 	 ホメナム レベリオ… 
2489960	2492032	 We're alone. 	 没有别人了 	 私たちだけみたいね 
2498140	2501041	 <i>I believed another wand-</i> 	 换一根魔杖 	 別の杖を 
2501350	2503043	 <i>You lied to me. It makes no sense.</i> 		 
2506241	2509049	 I believed a different wand would work, I swear. 	 我发誓  再换一根就行了 	 他の杖で上手くいくと思うのか？ 
2510770	2513053	 There must be another way. 	 应该有别的方法 	 ※別のやり方で… 
2583532	2587007	 Harry? Hermione, where are you? 	 哈利  你在哪 	 ハリー、どこにいるんだ？ 
2587536	2589009	 I think I've found something. 	 上面黑吗 	 二階は暗いの？ 
2596178	2597017	 Lovely. 		 素敵ね 
2602670	2606026	Regulus Arcturus Black. 	 雷古勒斯·阿克图勒斯·布莱克 	レギュラス･A･ブラック 
2606290	2608028	 R.A.B. 	 R.A.B 	 R.A.B. 
2611590	2615035	"I know I will be dead long before you read this. 	在你读到这个之时  我早已死去 	""これを読むずっと前に"" ""私は死んでいるだろう。 "
2615090	2619039	" I have stolen the real Horcrux and intend to destroy it."" "	 我偷走了真的魂器  并想销毁它 	"盗んだ本物のホークラックスを"" ""壊そうと思っている。 "
2619520	2622042	 R.A.B. is Sirius's brother. 	 R.A.B  是小天狼星的弟弟吗 	 彼はシリウスの兄弟だったのか？ 
2622400	2624044	 Yes. 	 对 	 そうよ 
2626170	2630050	 Question is, did he actually destroy the real Horcrux? 	 但问题是他没能摧毁真正的魂器 	 でも、彼は本物のホークラックスを 実際には壊せなかった。 
2651390	2658018	 You've been spying on us, have you?  Kreacher has been watching. 	 你一直暗中监视我们  克利切  一直在旁观 	 僕たちを見張ってたのか？  クリーチャーは見ていたのです。 
2658770	2660020	 Maybe he knows where the real locket is. 	 也许他知道真的魂器在哪 	 彼なら本物のロケットのありかを 知ってるのでは？ 
2663710	2666026	 Have you ever seen this before? 	 你以前见过这个东西吗  克利切 	 これを見たことがあるか？ 
2666081	2667027	 Kreacher? 		 クリーチャー？ 
2667660	2673033	 It's Master Regulus' locket.  But there were two, weren't there? 	 -是雷古勒斯少爷的挂坠盒  -当时有两个  对不对 	 それはレギュラス様のロケットです。  ２つあっただろう？ 
2674600	2676036	 Where's the other one? 	 另一个呢 	 もう一つはどこにある？ 
2678720	2692052	 Kreacher doesn't know where the other locket is.  Yes, but did you ever see it? Was it in this house?  Filthy Mudblood.  - Death Eaters are coming-- - Ron.  - Blood traitor, Weasley. - Answer her. 	 克利切不知道另一个挂坠盒在哪  但你以前见过吗  它就在这所房子里  肮脏的泥巴种  还有血统背叛者韦斯莱  回答她的问题 	 クリーチャーは存じません。  でも、昔見たでしょう？ この家にあったのよ。  この汚れた血の奴め！  死喰い人(デスイーター)がくる  ロン･ウィズリー、お前は裏切り者だ。 
2693900	2696056	 Yes. 	 见过 	 ええ 
2697180	2700000	 It was here in this house. 	 它曾经就在这里  在这屋中 	 ここにありました。 
2701869	2704004	 A most evil object. 	 这邪恶的物件 	 とても邪悪な物です。 
2704370	2705005	 How do you mean? 	 什么意思 	 どういう意味だ？ 
2705880	2711011	 Before Master Regulus died, he ordered Kreacher to destroy it... 	 雷古勒斯少爷死前  命令克利切销毁它 	 レギュラス様が死ぬ前に、 私に壊すよう命じましたが 
2711126	2718018	 ...but no matter how hard Kreacher tried, he could not do it.  Well, where is it now? 	 但试遍了所有的办法都不行  现在在哪 	 クリーチャーがどんなことをしても 壊せませんでした。  それで、今、どこにある？ 
2718400	2723023	 - Did someone take it? - He came in the night. 	 -有人拿走了吗  -他那天晚上来到这 	 - 誰かが持って行ったのか？ - 彼は夜入ってきました。 
2723260	2729029	 He took many things, including the locket.  Who did? 	 连带着挂坠盒拿走了很多东西 	 そのロケットを含めて 多くの物を盗って行った。  誰が盗んだんだ？ 
2730380	2732032	 Who was it, Kreacher? 	 谁  谁拿走的  克利切 	 答えろ クリーチャー 
2734490	2737037	 Mundungus. 	 蒙顿格斯 	マンダンガス 
2737388	2741041	 Mundungus Fletcher. 	 蒙顿格斯·弗莱奇 	"マンダンガス･フレッチャー""です。 
2741990	2743043	 Find him. 	 找到他 	 彼を見つけろ "
2765080	2766006	 My father will hear about this. 	 我爸饶不了你们 	 父上の耳に入ることになるぞ。 
2771870	2776016	 Hey, losers.  He isn't here. 	 饭桶们  他不在这 	 おい 負け犬  彼はいないぞ 
2785950	2789029		 哈利波特:头号不良分子 	
2789350	2792032	 As your new Minister for Magic... 	 作为你们的新任魔法部长 	 新しい魔法大臣として 
2792870	2798038	 ...I promise to restore this temple of tolerance... 	 我承诺将给这恢弘的大厅 	 この寛容の殿堂に以前の栄光を 
2798480	2803043	 ...to its former glory.  Therefore, beginning today... 	 带回往昔的荣耀  魔法即强权  因此从今天开始 	 取り戻すことを誓う。  従って、今日から 
2804200	2808048	 ...each employee will submit themselves... 	 每位职员都必须接受 	 すべての奉公人は 
2808313	2811051	 ...for evaluation. 	 血统评估 	 評価に従うように。 
2811610	2815055	 You have nothing to fear... 	 记住  如果你没什么可隐瞒的 	 だが、何も隠し事がなければ 
2816160	2818058	 ...if you have nothing to hide. 	 就应无所畏惧 	 何も恐れることはない。 
2822571	2824004	 - How much? - Two Galleons. 		 
2824340	2826006	 Come on, time is money. Cheers, pal. 		 
2827009	2828008	 - Snatchers! - Move out of the way. 		 
2835150	2836016	 - I told you. - Get out. 		 
2836785	2837017	 Squash him. 		 
2847029	2848028	 Be a bit gentler. 		 やさしく弾かなきゃ 
2874340	2876056	 They have flesh memories. 	 金色飞贼有肉体记忆 	 スニッチは肉の記憶を持ってる。 
2878740	2884004	 When Scrimgeour first gave it to you, I thought it might open at your touch. 	 斯克林杰给你的时候  我还想  它一碰到你的手就会打开 	 魔法大臣がそれをあなたに渡したとき 触ったら開くのではと思ったわ。 
2884938	2888008	 That Dumbledore had hidden something inside it. 	 邓布利多可能在里面藏了什么东西 	 ダンブルドアが中に何かを隠したとか… 
2888404	2890010	 <i>Many of you are wondering...</i> 		 
2890239	2893013	 <i>...why Voldemort has yet to show himself now that he has vanquished...</i> 		 
2893342	2896016	 <i>...the most powerful symbol of opposition to him and his followers.</i> 		 
2898140	2902022	 Get off.  Harry Potter, so long it's been. 	 哈利·波特  好久不见了啊 	  ハリー･ポッター お久しぶりです 
2902885	2904024	 Get off me. 		 手を放せよ！ 
2904580	2905025		 滚开 	
2909825	2913033	 As requested, Kreacher has returned with the thief... 		 要望どうりクリーチャーは 泥棒を連れて戻りました 
2913480	2915035	 <i>- Expellliarmus. - ... Mundungus Fletcher.</i> 	 除你武器 	 - エクスペリアームス！ - マンダンガス･フレッチャー です 
2915460	2916036		 你们玩得什么把戏 	
2916098	2920040	 What you playing at? Setting a pair of bleeding house-elves after me.  Dobby was only trying to help. 	 派一对家养小精灵跟踪我吗  多比只是想帮忙 	 二人の屋敷妖精に 俺を追いかけさせたのか？  ドビーは手を貸そうとしただけです 
2920948	2925045	 Dobby saw Kreacher in Diagon Alley, which Dobby thought was curious. 	 多比在对角巷看到克利切的时候  多比很好奇他怎么会来这里 	 ダイアゴン横丁でクリーチャーを見たとき ドビーは好奇心をそそられたんです 
2925535	2939059	 And then Dobby heard Kreacher mention Harry Potter's name.  - I just-- - And then Dobby saw Kreacher...  - ...talking with the thief, Mundungus-- - I'm no thief.  You foul little-- Git. 	 然后多比就听到他提到哈利·波特  之后多比看到克利切和那个贼说话  你才是贼  你这小...  杂种 	 クリーチャーがハリー･ポッターの 名前を言うのが聞こえました。  - 私はちょうど... - ドビーはクリーチャーがその泥棒と  - 話するのを見たのです。 - 泥棒だと？  この…チビ…… 
2939371	2943003	 I'm a purveyor of rare and wondrous objects. 	 我只是转手一些珍贵奇妙的玩意 	 俺は品行方正で… 
2943640	2945005	 You're a thief, Dung. Everyone knows it. 	 你就是个贼  顿格  大家都知道 	 お前が泥棒だって皆が知ってるよ。 
2945493	2950010	 Master Weasley, so good to see you again.  Wicked trainers. 	 -韦斯莱少爷  见到你真高兴  -鞋子不错 	 ウィズリー様、お会いできて嬉しいです。  その靴、いいね。 
2951763	2954014	 Listen, I panicked that night, all right? 	 听着  我那天晚上紧张极了 	 なあ、俺はあの夜、気が動転してたんだ。 
2956348	2958018	 Could I help it if Mad-Eye fell off his broom? 	 疯眼汉跌落扫帚  我有什么办法 	 マッドアイが箒から落ちたとき 助けられたと思うのか？ 
2960513	2965025	 - You.... - Tell the truth.  When you turned this place over-- Don't deny it. 	 -你  -说实话  你把这翻个底朝天的时候  别说没有 	 - 貴様… - 本当のことを言って。  お前がここに泥棒に入ったとき、 
2965180	2966026	 --you found a locket, am I right? 	 找到了个挂坠盒  对吗 	 ロケットを見つけた…そうだな？ 
2966490	2969029	 Why? Was it valuable? 	 怎么了  很值钱吗 	 高価な物だったのか？ 
2969036	2974034	 You still got it?  No, he's worried he didn't get enough money for it.  Bleeding give it away, didn't I? 	 -是吗  -他担心卖的钱太少了吧  我可是忍痛割爱了 	 それで？  金を取り損なったことを悔やんでるんだ。  高価なら手放さなければよかった... 
2975410	2979039	 There I was, flogging me wares in Diagon Alley... 	 那天我在对角巷兜售货物 	 ダイアゴン横丁で商品を広げてたら… 
2979255	2983043	 ...when some Ministry hag comes up and asks to see me license. 	 突然有个魔法部的女巫过来要看我的许可证 	 魔法省のやつらがやってきて 許可証を見せろと言ったんだ。 
2983208	2985045	 Says she's a mind to lock me up. 	 说没有的话就把我关起来 	 彼女は、俺を牢屋に入れることも できると言うんだ。 
