start	end	eng	cmn	jpn
1620703	1624004	 No! I have little ones to look after!  Go to his house and collect the little ones. 	 不要！我还有小的要照顾！  去他家里，把小的带过来 	 家には子供もいるのです!  子供たちを連れてきなさい 
1624540	1628008	 I love tadpoles on toast almost as much as I love caviar.  Yes, Your Majesty. 	 我喜欢吃涂蝌蚪的吐司 就和鱼子酱一样喜欢  好的，陛下 	 オタマジャクシのトーストは 美味しいのよ  かしこまりました 
1632043	1633013	 Drink! 	 饮料！ 	 飲み物を! 
1638804	1640020	 Majesty? 	 陛下 	 女王 
1642599	1648028	 Ilosovic Stayne, you knave, where have you been lurking? 	 伊罗索维克·斯德恩，你这个小混蛋 最近鬼鬼祟祟的跑哪里去了？ 	 イロソビック・ステイン どこに行っていたの? 
1649008	1654034	 Majesty, I have found the Oraculum. 	 陛下，我已经找到了预言卷轴 	 女王陛下、ついに預言書を発見したのです 
1656297	1660040	 That? Looks so ordinary for an oracle. 	 这个？看起来很普通 	 これが? ただの巻き物のようだけど 
1660367	1663043	 Look here, on the Frabjous Day. 	 看看这个，在辉煌之日 	 ここを見てください フラブジャスの日です 
1666206	1669049	 I'd know that tangled mess of hair anywhere. 	 我认得那团乱糟糟的头发 	 ぐちゃぐちゃのくせっ毛ね 
1669251	1670050	 Is it Alice? 	 是爱丽丝吧？ 	 これがアリスなの? 
1671253	1673053	 I believe it is. 	 我相信是的 	 そうに違いありません 
1673672	1676056	 What's she doing with my darling Jabberwocky? 	 她在对我亲爱的炸脖龙做什么？ 	 アリスは私のジャバウォッキーに何をしているの? 
1676091	1678058	 She appears to be slaying it. 	 看起来她正在杀它 	 殺そうとしているのです 
1679178	1681001	 She killed my Jabber-baby-wocky? 	 她杀了我的宝贝炸脖龙？ 	 あたしの可愛いジャバウォッキーを殺したのか? 
1681555	1686006	 Not yet, but it will happen if we don't stop her. 	 还没有，但是如果我们不阻止她的话 这一切就会发生的 	 いえ、まだですが、 止めなければ、いずれそうなります 
1686852	1690010	 Find Alice, Stayne. Find her! 	 找到爱丽丝，斯德恩，找到她！ 	 アリスを見つけなさい、ステイン。アリスを! 
1692232	1695015	 Find the scent of human girl and earn your freedom. 	 找到人类女孩的气味，然后你就自由了 	 人間の娘の匂いをかぎあてれば 自由にしてやる 
1695652	1699019	 For my wife and pups, as well? 	 我的妻子和孩子也一样吗？ 	 私の妻や子供たちも? 
1700074	1702022	 Everyone will go home. 	 是的，你们都可以回家了 	 皆で家に帰れるぞ 
1715506	1718038	 Dogs will believe anything. 	 狗总是轻易相信任何事 	 犬をだますのは簡単ですな 
1750791	1756016	 It looks like you ran afoul of something with wicked claws. 	 看起来你遇上了某种猛兽 	 なんだか、ひどい鉤爪のヤブにでも 突っ込んだみたいだね 
1756797	1758018	 And I'm still dreaming. 	 我还在做梦 	 私はまだ夢を見てるんだ 
1758047	1760020	 What did that to you? 	 谁把你伤成这样？ 	 ひっかいたのは誰? 
1760884	1764024	 - Banner or Bander... - The Bandersnatch? 	 - 叫班纳兽还是叫班德兽什么之类的 - 班德尔兽？ 	 - バナーだったかバンダー… - バンダースナッチ? 
1764513	1768028	 Well, I'd better have a look.  What are you doing? 	 好的，我来瞧瞧  你在干什么？ 	 - 私が見てあげよう - 何をするの? 
1768767	1772032	 It needs to be purified by someone with evaporating skills, 	 你的伤口需要掌握蒸馏技术的人才能清理 	 蒸散技術のある者が手当しないと 
1772521	1776036	 or it will fester and putrefy. 	 否则它会化脓溃烂的 	 どんどん化膿してしまうからね 
1776692	1780040	 I'd rather you didn't. I'll be fine as soon as I wake up. 	 不麻烦你了，只要醒过来我就会没事的 	 けっこうよ 目が覚めればすっかり良くなってるから 
1780075	1783043	 At least let me bind it for you. 	 至少让我帮你包扎一下 	 包帯を巻こう 
1784523	1788048	 - What do you call yourself? - Alice. 	 - 你叫什么？ - 爱丽丝 	 - 自分のことを何て呼んでいるの? - アリスよ 
1788328	1790050	 The Alice? 	 那个传说中的爱丽丝？ 	 アリスだって? 
1791248	1796056	 - There's been some debate about that. - I never get involved in politics. 	 - 关于这点还存在争论 - 我从不卷入政治 	 - あなたの知っていることを教えて - あまり深く関るわけにはいかないよ 
1796086	1798058	 You'd best be on your way. 	 你最好继续走你的路 	 自分の道を行きなさい 
1798672	1802002	 What way? All I want to do is wake up from this dream. 	 去哪？我只想从这个梦里醒过来而已 	 どの道を? 夢から覚めたいだけなのに 
1802885	1804004	 Fine. 	 好的 	 なるほど 
1804386	1809009	 Then I'll take you to the Hare and the Hatter, but that's the end of it. 	 那我把你带到三月兔和疯帽子那里去 我能做的只有这样了 	 ではとにかくヘアアンドハッターのところへ 連れて行こう 
1817524	1819019	 Coming? 	 来吗？ 	 こっちだよ 
1869043	1872012	 Watch what you're doing!  Hey, watch it! 	 小心点！  嘿，小心！ 	 - ちゃんと見なさいよ - おい、気をつけろよ 
1875374	1878018	 Okay, okay. All right.  It's you. 	 好了，好了  是你 	 君だね 
1878502	1882022	 No, it's not. McTwisp brought us the wrong Alice. 	 不，不是的，麦克崔斯博带错了一个爱丽丝 （注：麦克崔斯博为带爱丽丝进入地下世界的白兔的名字） 	 違うよ マックトゥイスプが間違ったアリスを連れてきたんだ 
1882130	1883023	 It's the wrong Alice! 	 这不是那个爱丽丝 	 間違ったアリスだと! 
1883840	1885025	 It's absolutely Alice. 	 她就是那个爱丽丝 	 本物のアリスだよ 
1885759	1888028	 You're absolutely Alice. I'd know you anywhere. 	 你就是那个爱丽丝，无论如何我也认得你 	 間違いなくアリスだ どこでも知ってるんだ 
1888762	1891031	 I'd know him anywhere. 	 无论如何我也认得她 	 どこにいても知ってるんだ 
1892808	1895035	 Well, as you can see, we're still having tea. 	 好的，你看到了，我们还在喝茶 	 さて、見ての通り お茶の時間だ 
1895067	1899039	 And it's all because I was obliged to kill Time waiting for your return. 	 因为我只能靠这个打发时间等你回来 	 君が来るまで時間をつぶしていたのさ 
1899481	1902042	 You're terribly late, you know. Naughty. 	 你迟到了，知道吗，小淘气 	 ひどい遅刻だよ、オテンバさん 
1902943	1906046	 Well, anyway, Time became quite offended and stopped altogether. 	 好的，无论如何，从那时起时间就生气了 它停住了 	 いずれにせよ時間は 止まってしまった 
1906572	1909049	 Not a tick ever since. 	 一分一秒都不再跳动 	 あれから時を刻んでいないんだ 
1910409	1912052	 - Cup. - Time can be funny in dreams. 	 - 我的杯子 - 在梦里面时间总是很有趣 	 夢の中では、時間もヘンなのね 
1912494	1914054	 Yes, yes, of course, but now you're back, you see, 	 是的，当然，但是现在你回来了 	 ともかく君はやってきた 
1914496	1916056	 and we need to get on to the Frabjous Day. 	 我们需要继续向辉煌之日前进 	 フラビュジャスの日に間に合った! 
1916498	1918058	 - Frabjous Day! - Frabjous Day! 	 - 辉煌之日！ - 辉煌之日！ 	 - フラビュジャスの日! - フラビュジャスの日! 
1918458	1922002	 I'm investigating things that begin with the letter "M." 	 我在想着以“M”字母开头的东西 	 "M"で始まるものを探している 
1922763	1927007	 Have you any idea why a raven is like a writing desk? 	 你知道为什么一只乌鸦像一张写字台吗？ 	 カラスが机に似ているのは なぜか知ってるかい? 
1927342	1929009	 - <i>Downal wyth Bluddy Behg Hid!</i> - <i>Downal wyth Bluddy Behg Hid!</i> 	 - 打倒那个血腥的大头鬼！ - 打倒那个血腥的大头鬼！ 	 <i>- Downal wyth Bluddy Behg Hid! - Downal wyth Bluddy Behg Hid!</i> 
1929094	1931011	 - What? - Down with the Bloody Big Head, 	 - 什么？ - 打倒那个血腥的大头鬼！ 	 - 何? - 血に染まった大きな頭とともに 
1931555	1934014	 the Bloody Big Head being the Red Queen. 	 血腥的大头鬼是指红皇后 	 血に染まった大頭 赤の女王の 
1934099	1936016	 Come, come. We simply must commence with the slaying and such. 	 来吧，来吧 我们得开始为最后的决战做准备了 	 やつを殺せばいいのさ 
1936852	1940020	 Therefore, it is high time to forgive and forget  or forget and forgive, whichever comes first 	 因此，是时候宽恕并遗忘  或者遗忘并宽恕了，管它哪个在前 	 いよいよお赦しと忘却を得るべきときなのだ 
1940897	1944024	 or is, in any case, most convenient. I'm waiting. 	 怎么方便怎么说吧，我正等着 	 もう待ちきれないよ 
1944234	1946026	 Hey. It's tick-tick... It's ticking again. 	 嘿，它又开始滴答滴答跳动了 	 おい 時が動き出したぞ 
1946737	1951031	 All this talk of blood and slaying has put me off my tea. 	 说这些什么血啊杀死啊之类的话题 让我都喝不下茶了 	 血と殺戮の話のせいで 茶を飲む気が失せた 
1951533	1952032	 Ah. 	 啊 	
1953535	1963043	 The entire world is falling to ruin and poor Chessur's off his tea.  What happened that day was not my fault. 	 整个世界都快毁灭了 可怜的柴郡猫还在担心喝不下茶  那一天会发生什么又不是我的错 	 全世界は堕落し チェシャ猫は茶を飲む気が失せた  あの日に起こったことは 私のせいではないよ 
1964212	1966046	 Oh, dear. 	 哦，天哪 	
1967215	1970050	 You ran out on them to save your own skin, 	 你为了保全自己的皮毛，居然抛弃大家 	 自分の命が惜しくて 逃げたくせに 
1970052	1974054	 <i>you guddler's scuttish pilgar lickering shukm juggling sluking urpal.</i> 	 你这个叛徒  骗子 	 <i>you guddler's scuttish pilgar lickering</i>  <i>shukm juggling sluking urpal.</i> 
1974181	1977057	 <i>Bar lom muck egg brimni!</i>  Hatter! 	 胆小鬼  疯帽子 	 <i>Bar lom muck egg brimni!</i>  ハッター! 
1978310	1980000	 - Thank you. - Meow. 	 - 谢谢 - 喵喵 	 ありがとう 
1981063	1982002	 I'm fine. 	 我很好 	 大丈夫だよ 
1982189	1985005	 What's wrong with you, Tarrant? You used to be the life of the party. 	 你怎么啦，塔兰特？ 你一直都是聚会上的灵魂人物 （注：塔兰特为疯帽子的名字） 	 どうしてこうなったのだ? 君はいつも人気者だったのに 
1985692	1988008	 You used to do the best Futterwacken in all of Witzend. 	 你一直是整个维兹恩特最棒的福特沃肯舞者 （注：维兹恩特为疯帽子和三月兔出生的西方地名） 	 いつもウィッツェンドの ベストファッタウォッケンだったのに 
1988779	1992012	 - Futter what? - Futterwacken!  It's a dance. 	 - 福特什么？ - 福特沃肯！  这是一种舞蹈 	 - ファッター何ですって? - ファッタウォッケン!  ダンスよ 
1993408	1996016	 On the Frabjous Day, 	 等到辉煌之日 	 フラビュジャスの日に 
1996161	1999019	 when the White Queen once again wears the crown, 	 当白皇后再一次戴上皇冠之时 	 白の女王が 再び王冠をいただくとき 
1999748	2005025	 on that day, I shall Futterwacken vigorously. 	 我会尽情展现我的福特沃肯舞的 	 そのときに ファッターウォッケンを踊ろう 
2008757	2010030	 Oh, no. 	 哦，不 	 なんてことだ 
2011551	2013033	 Uh-oh. 	 啊噢 	 ああ 
2013088	2015035	 The Knave. 	 那些恶棍来了 	 悪党よ 
2015889	2017037	 Goodbye. 	 再见 	 失礼 
2017516	2019039	 Hide her! 	 把她藏起来 	 アリスを隠せ 
2019351	2021041	 Drink this quickly. 	 快喝下这个 	 これを飲んで 
2022938	2025045	 Quick! Hide her! 	 快！把她藏起来！ 	 急いで! 彼女を隠して! 
2028110	2029049	 Oh, dear. 	 哦，天哪 	 ああ、アリス 
2033615	2034054	 Aye. 	 好 	
2037035	2038058	 Mind your head. 	 小心头 	 頭に気をつけて 
2052676	2054014	 Let me out! 	 让我出去！ 	 出して! 
2056638	2062022	 Well, if it's not my favorite trio of lunatics. 	 哦，这不是我喜欢的疯子三人组吗 	 おやおや。いかれた三人組みがいるぞ 
2063228	2065025	 Would you like to join us? 	 你想加入我们吗？ 	 ご一緒にお茶でもいかが? 
2066523	2068028	 You're all late for tea! 	 你们来喝茶的话就迟到了！ 	 おまえに出す茶などない! 
2073321	2077037	 We're looking for the girl called Alice. 	 我们在找一个叫爱丽丝的女孩 	 アリスという名の娘を探している 
2077927	2082042	 Speaking of the Queen, here is a little song we used to sing in her honor. 	 说起皇后，我们经常唱一首歌来称颂她 	 女王の栄誉を称えるこんな歌があるな 
2082414	2084044	 - <i>Twinkle Twinkle little bat</i> - <i>Twinkle Twinkle little bat</i> 	 - 一闪一闪小蝙蝠 - 一闪一闪小蝙蝠 	 <i>- Twinkle Twinkle little bat - Twinkle Twinkle little bat</i> 
2084541	2086046	 - <i>How I wonder where you're at</i> - <i>How I wonder where you're at</i> 	 - 我想知道你在哪 - 我想知道你在哪 	 <i>- How I wonder where you're at - How I wonder where you're at</i> 
2086668	2088048	 - <i>Up a...</i> - <i>Up a...</i> 		 <i>- Up a... - Up a...</i> 
2088670	2097057	 If you're hiding her, you'll lose your heads.  Already lost them.  All together now! 	 如果你藏了她，你就会掉脑袋的了  早就已经掉了  现在一起唱 	 もしアリスをかくまったら 全員、頭を失うことになるぞ  頭なんか、とっくにないよ  もう一度! 
2097471	2101001	 - <i>Up above the world you fly</i> - <i>Up above the world you fly</i>  - <i>Like a tea tray in the sky</i> - <i>Like a tea tray in the sky</i> 	 - 飞在世界的上空 - 飞在世界的上空  - 就像空中的茶托 - 就像空中的茶托 	 <i>- Up above the world you fly - Up above the world you fly</i>  <i>- Like a tea tray in the sky - Like a tea tray in the sky</i> 
2101850	2104004	 - <i>Twinkle, twinkle, twinkle, twinkle</i> - <i>Twinkle, twinkle, twinkle, twinkle</i> 	 - 一闪一闪一闪一闪 - 一闪一闪一闪一闪 	 <i>- Twinkle, twinkle, twinkle, twinkle - Twinkle, twinkle, twinkle, twinkle</i> 
2104065	2106006	 - <i>Twinkle, twinkle, twinkle</i> - <i>Twinkle, twinkle, twinkle</i> 	 - 一闪一闪一闪 - 一闪一闪一闪 	 <i>- Twinkle, twinkle, twinkle - Twinkle, twinkle, twinkle</i> 
2106688	2109009	 - <i>Twinkle, twinkle, twinkle...</i> - <i>Twinkle, twinkle, twinkle...</i> 	 - 一闪一闪一闪 - 一闪一闪一闪 	 <i>- Twinkle, twinkle, twinkle... - Twinkle, twinkle, twinkle...</i> 
2109024	2110010	 Oh! 	 哦！ 	 おっと! 
2114077	2117017	 <i>Downal wyth Bluddy Behg Hid!</i> 	 打倒血腥大头鬼！ 	 <i>Downal wyth Bluddy Behg Hid!</i> 
2120911	2123023	 Would you like some cream? 	 想来点奶酪吗？ 	 クリームはいかが? 
2126458	2130030	 - Would you like a slice of Battenberg? - Follow the bloodhound. 	 - 来片巴腾堡蛋糕吗？ - 跟上猎犬 	 - バッテンベルグのスライスは? - 犬を追え 
2130062	2132032	 - Sugar? - Yes, please. 	 - 要方糖吗？ - 好的，谢谢 	 - 砂糖? - ああ、頼む 
2133507	2136036	 - Oh, that's lovely. - You're all mad. 	 - 哦，太可爱了 - 你们都疯了 	 - うまいな. - おまえらイカれてるな 
2136635	2138038	 Thanks very much. 	 非常感谢 	 光栄です 
2140053	2142042	 Pass the scones, please. 	 请把烤饼递过来一下 	 スコーンをとって 
2145060	2146046	 - That one there. - Oh! Pardon. 	 - 那一个 - 哦！对不起 	
2146478	2148048	 - Yes. - Yep, aye. 	 - 好 - 好的 	
2148647	2151051	 One moment. 	 等一下 	 ちょっと待って 
2158198	2160000	 There. Yes. 	 好了 	 これでいい 
2160200	2163003	 Try this on for size. 	 试试尺寸如何 	 これを着てみて 
2168542	2169009	 Oh. 	 哦 	
2173713	2175015	 I like it. 	 我喜欢这个 	 ステキだよ 
2175048	2178018	 Good thing the bloodhound is one of us, or you'd be... 	 幸好猎犬是我们的人，要不然你就… 	 犬がウチらの味方じゃなけりゃ 今頃アリスは… 
2178087	2180020	 What do they want with me? 	 他们为什么找我？ 	 私をどうしていたというの? 
2180428	2182022	 Wait a minute, best take her to the White Queen. 	 等一下，最好把她带到白皇后那里去 	 どうすりゃ安全に白の女王のところへ連れていける? 
2182556	2185025	 She'll be safe there. Spoon... 	 在那里她会安全的 汤勺… 	 なんとか安全に 
2187435	2189029	 Your carriage, milady. 	 你的马车来了，小姐 	 君の乗り物だよ 
2189729	2193033	 - The hat? - Of course.  Anyone can go by horse or rail, 	 - 帽子？ - 当然  谁都可以骑马或坐火车 	 - 帽子が? - そうだよ  馬や列車を使うこともできるが 
2193817	2199039	 but the absolute best way to travel is by hat. Have I made a rhyme? 	 但是旅行的最好办法是坐帽子 我刚刚押韵了吗？ 	 帽子に勝る乗り物はない ライムをもらおうか? 
2200115	2202042	 Oh, I love traveling by hat. 	 哦，我喜欢坐帽子旅行 	 帽子での旅は素敵よ 
2202325	2205045	 Mally. Just Alice, please. Fairfarren, all. 	 马里，这次只带爱丽丝。再见了，各位 （注：马里恩坤为睡鼠名字） 	 マリー。アリスだけだよ 
2205829	2208048	 What do you mean? Wait. Gae! 	 你什么意思？等等 	 どういう意味だ? 待てよ! 
2213628	2219059	 "It was brillig, and the slithy toves Did gyre and gimble in the wabe	“又是下午黄昏时，有个怪物软糊糊 草地上打圈又钻洞”	"'Twas brillig, and the slithy toves Did gyre and gimble in the wabe
2219301	2223003	 "All mimsy were the borogoves And the mome raths outgrabe"	“最可怜的是菠萝鸟 绿毛猪回家嗷嗷叫”	"All mimsy were the borogoves And the mome raths outgrabe"
2223155	2225005	 Sorry, what was that? 	 抱歉，你说的什么？ 	 何なの? 
2225891	2228008	 What was what? 	 什么是什么？ 	 何が何なんだ? 
2230145	2235015	 "The Jabberwock, with eyes of flame Jaws that bite and claws that catch!	“眼冒怒火的炸脖龙 牙如钢铁爪如铜”	炎の目、獲物を噛み砕き切り裂く 顎を持ったジャバーウォック 
2235483	2239019	 "Beware the Jabberwock, my son! And the frumious Bandersnatch!	“当心炸脖龙我的儿 还有臭烘烘的班德尔”	我が息子ジャバーウォックよ そして怒り狂ったバンダースナッチよ 
2241489	2247027	 "He took his Vorpal sword in hand The Vorpal blade went snicker-snack!	“他举起手中斩首剑 剑去迅疾如闪电”	その人はボーパルの剣を手にする その刃が汝らを切り裂く 
2247037	2252032	 "He left it dead, and with its head He went galumphing back"	“一命呜呼怪兽亡，拎着兽首把家还” (注：以上诗歌出自小说第二部《爱丽丝穿镜奇幻记》)	その人は屍から 醜い頭を取り、持ち去っていく
2254586	2257037	 It's all about you, you know. 	 这都是说的你，知道吗 	 おまえのことだ。分かるな 
2257339	2262042	 I'm not slaying anything. I don't slay, so put it out of your mind. 	 我不会杀死任何东西，我不会杀 打消你这个念头吧 	 私は誰も殺したりしない そんなことは言わないで 
2266681	2268048	 Mind. 	 念头 	 言わないで、だと 
2274731	2277057	 Wait! You can't leave me here! 	 等等！你不能把我丢在这里 	 こんなところに置き去りにしないで! 
2280236	2282002	 You don't slay. 	 你不会杀 	 おまえにはできない 
2282530	2285005	 Do you have any idea what the Red Queen has done? 	 你知道红皇后做过什么吗？ 	 赤の女王が何をしたか知っているか? 
2285077	2287007	 You don't slay. 	 你不会杀 	 おまえには無理だ 
2287247	2290010	 I couldn't if I wanted to. 	 即使我想杀也杀不了啊 	 理由も教えずに できると思うの? 
2292248	2295015	 You're not the same as you were before. 	 你和以前不一样了 	 おまえはもう 以前のおまえではないのだ 
2295251	2300020	 You were much more muchier. You've lost your muchness. 	 以前的你做的更多，你已经丧失了你的热情 	 おまえはかつてのおまえの多くを失っている 
2301216	2302022	 My "muchness"? 	 我的热情？ 	 私の多く? 
2303343	2305025	 In there. Something's missing. 	 在这里，某些东西已经不见了 	 何かが失われているのだ 
2306346	2309029	 Tell me what Red Queen has done. 	 告诉我红皇后做过什么？ 	 赤の女王は何をしたの? 
2311309	2316036	 It's not a pretty story.  Tell me anyway. 	 这不是一个什么很动听的故事  至少告诉我一点 	 ひどい話だぞ  いいから話して 
2327117	2329049	 It was here. 	 又到这里了 	
2329911	2333053	 I was hatter to the White Queen at the time. 	 那个时候我是白皇后手下的帽匠 	 私は白の女王に仕える帽子職人だった 
2334082	2337057	 Hightopp clan have always been employed at court. 	 我们海托普家族经常被宫廷雇佣 （注：海托普为疯帽子的姓） 	 ハイトップ一族はいつも 臣下として働いていた 
2448947	2451051	 Hatter? Hatter! 	 疯帽子？疯帽子！ 	 ハッター? ハッター! 
2452534	2454054	 I'm fine. 	 我很好 	 大丈夫だ 
2454869	2456056	 Are you? 	 是吗？ 	 ホントに? 
2458957	2462002	 Did you hear that? I'm certain I heard something. 	 你听到了吗？我听到了什么声音 	 聞こえたか? 確かに聞こえたぞ 
2463044	2464004	 What? 	 什么？ 	 何? 
2465296	2466006	 Oh! Red Knights. 	 哦，红骑士 	 赤の騎士だ! 
2502027	2506046	 Go south to Trotter's Bottom.  The White Queen's castle is just beyond. 	 往南直到特罗特的边境  过了那里就是白皇后的城堡了 	 南にあるトロッターのはじに 白の女王の城がある 
2506421	2508048	 Hold on tightly. 	 抓紧了 	 しっかりつかまって 
2511801	2514054	 Down with the bloody Red Queen! 	 打倒血腥的红皇后！ 	 赤の女王を倒すんだ! 
2574530	2577057	 You were supposed to lead them away! The Hatter trusted you! 	 你本应该把他们带往其他方向的！ 疯帽子是这么的信任你！ 	 ハッターはあなたを信じてたのに! 
2577700	2580000	 They have my wife and pups. 	 他们抓了我的妻子和孩子 	 妻と子が捕らえられているんだ 
2580370	2583003	 - What's your name? - Bayard. 	 - 你叫什么名字？ - 贝阿德 	 - あなたの名前は? - ベイヤード 
2583122	2584004	 Sit! 	 坐吧 	 座って! 
2586459	2589009	 Would your name be Alice, by any chance? 	 你的名字也许是爱丽丝吧 	 アリスとお呼びしても? 
2589545	2592012	 Yes, but I'm not the one that everyone's talking about. 	 是的，但我不是大家都在谈论的的那个爱丽丝 	 ええ。でも皆が話しているアリスではないのよ 
2592340	2597017	 The Hatter would not have given himself up just for any Alice.  Where did they take him? 	 疯帽子不会随便为一个爱丽丝舍弃自我的  他们会把他抓到哪里去？ 	 君だからこそ、 ハッターは自分を犠牲にしたのだ  ハッターはどこに連れていかれたの? 
2597720	2601021	 To the Red Queen's castle at Salazen Grum. 	 红皇后的城堡，在萨拉兹格朗 	 赤の女王の城だ サラゼン・グラムにある 
2601182	2603023	 We're going to rescue him. 	 我们得去救他 	 助けましょう 
2603226	2604024	 That is not foretold. 	 预言里可不是这么说的 	 危険です 
2604727	2608028	 I don't care. He wouldn't be there if it weren't for me. 	 我可不管，要不是因为我他不会被抓的 	 かまわないわ 私のせいなのよ 
2608523	2611031	 The Frabjous Day is almost upon us. 	 辉煌之日越来越近了 	 フラビュジャスの日はもう目の前だ 
2611234	2615035	 You must prepare to meet the Jabberwocky.  From the moment I fell down that rabbit hole, 	 你该准备与炸脖龙的战斗了  从我掉进兔子洞开始 	 ジャバウォッキーと戦う準備をしなければ  ウサギの穴に落ちてからずっと 
2615863	2618038	 I've been told what I must do and who I must be. 	 总是别人告诉我应该怎么做，我应该是谁 	 私が誰で、何をしなけりゃいけないか 
2618741	2622042	 I've been shrunk, stretched, scratched and stuffed into a teapot. 	 我一会儿变小，一会儿变大 一会儿被抓伤，一会儿又被塞到茶壶里 	 縮められて伸ばされて引っかかれて ポットに押しこめられて 
2622745	2629049	 I've been accused of being Alice and of not being Alice, but this is my dream.  I'll decide where it goes from here. 	 大家总是指指点点说我是不是爱丽丝 但这只是我的梦  现在起由我决定该去哪里 	 本当のアリスじゃないからと非難されて でもこれは私の夢なのよ  ここからは自分で決めるわ 
2629252	2631051	 If you diverge from the path... 	 如果你偏离了正确的道路… 	 運命にそむくなら… 
2631087	2634054	 I make the path. 	 那我就自己开条路 	 私が運命を決めるわ 
2643082	2647007	 Take me to Salazen Grum, Bayard, and don't forget the hat. 	 带我去萨拉兹格朗，贝阿德 别忘了带走帽子 	 サラゼン・グラムに連れて行って 帽子も持つのよ 
2694275	2698058	 There's only one way across. 	 这里只有一条路过去 	 ここを通るしかない 
2702617	2706006	 Lost my muchness, have I? 	 我丧失了热情吗？ 	 私が多くを失ったですって? 
2748704	2750050	 Bayard! The hat! 	 贝阿德！帽子！ 	 ベイヤード、帽子を! 
2780361	2782022	 Your Majesty. 	 陛下 	 女王陛下 
2790955	2792032	 So sorry. 	 对不起了 	 ゴメンよ 
2801757	2803043	 Splendid shot! 	 打得好！ 	 ナイスショット! 
2806554	2809049	 Where's my ball? Page! 	 我的球在哪里？侍从！ 	 ボールはどこ? ペイジ! 
2809140	2812052	 Yes, Your Majesty. 	 好的，陛下 	 はい、女王陛下 
2812894	2815055	 I want to help you. 	 我想帮你 	 助けたいのよ 
2820151	2823003	 Well, if it isn't the wrong Alice. 	 哦，这不是那个错的爱丽丝吗 	 間違ったアリスじゃないのかもしれんな 
2823821	2825005	 What brings you here? Mmm? 	 什么风把你带到这里来了？嗯？ 	 どうしてここに来たんだ 
2825142	2827007	 I've come to rescue the Hatter. 	 我来救疯帽子的 	 ハッターを助けるためよ 
2827575	2830010	 You're not rescuing anyone being the size of a gerbil. 	 和沙鼠一样大的你是谁也救不了的 	 そんなネズミみたいな大きさで? 
2830369	2833013	 Well, do you have any more of that cake that made me grow before? 	 好的，那么你有原来那种能让我变大的蛋糕吗？ 	 私を大きくするケーキを知らない? 
2833080	2837017	 Upelkuchen? Actually, I might have some left. 	 增大蛋糕？我可能还剩下一些 	 アッペンカッチェンかい? 少し残ってたかも 
2845635	2851031	 Not all of it!  Oh, no! Stop! No, no, no, don't. Don't do that! 	 不要全吃掉  哦，不，停停！不不不，不要！ 	 たくさんはダメだよ!  やめて! ああマズイよ やめてよ! 
2852433	2853033	 Page! 	 侍从！ 	 ペイジ! 
2854977	2856036	 Oh, dear. 	 哦，天哪 	 ヤバイよ 
2861018	2869049	 And what is this?  It... It's a "who," Majesty. This is, um... 	 这是什么？  应该说这是“谁”，陛下，这是，嗯… 	 これは何なの?  これは、その「誰」ですな 女王陛下、つまりその… 
2869242	2871051	 Um? 	 嗯？ 	 はぁ? 
2871410	2873053	 From Umbradge. 	 我从恩布瑞支来的 	 アンブリッジから来ました 
2873454	2875055	 What happened to your clothes? 	 你的衣服怎么啦 	 服はどうしたの? 
2875520	2884004	 I outgrew them. I've been growing an awful lot lately.  I tower over everyone in Umbradge. They laugh at me. 	 我长太大穿不上了，最近我长了很多  我长得比恩布瑞支每个人都要高 他们都取笑我 	 着られなくなったのです 急に大きくなったから  こんなに大きくなってしまい 皆の笑いものです 
2884840	2888008	 So I've come to you, hoping you might understand what it's like. 	 所以我来见你，希望你能接受我的模样 	 私の大きな体が 何かのお役に立ちませんか 
2888219	2889009	 My dear girl, 	 亲爱的孩子 	 娘よ 
2889762	2893013	 anyone with a head that large is welcome in my court. 	 每一个脑袋大的人 在我的宫廷里都会受欢迎的 	 大きな頭を持った者は大歓迎です 
2893391	2899019	 Someone find her some clothes!  Use the curtains if you must, but clothe this enormous girl. 	 给她找些衣服  如果需要的话就用窗帘吧 但总之让这个巨人女孩穿上衣服 	 誰か彼女に服を この巨大な娘に服をつくってあげなさい 
2907989	2909029	 I need a pig here! 	 我需要一只猪 	 ブタを! 
2915329	2918038	 I love a warm pig belly for my aching feet. 	 我喜欢用温暖的猪肚皮来垫脚 	 足の疲れには ブタの腹が最高 
2918499	2921041	 - Would you like one, Um? - No, thank you. 	 - 你也想要一个吗？ - 不，谢谢了 	 - あなたもいかが? - けっこうです 
2921047	2923043	 Sit! 	 坐吧！ 	 座りなさい! 
2924293	2926046	 Sit! 	 坐！ 	 座りなさい! 
2929885	2932052	 Go away. 	 退下 	 行きなさい 
2934348	2937057	 Where are my fat boys? You must meet them. 	 我的胖小子们呢？你得见见他们 	 ファットボーイズはどこ? 彼らに会うのよ 
2937258	2938058	 Fat boys! 	 胖小子们！ 	 ファットボーイズ! 
2941028	2944004	 Oh. There they are. Aren't they adorable? 	 哦，他们来了，他们是不是很可爱？ 	 いたわね 可愛らしいでしょう? 
2944525	2949009	 They have the oddest way of speaking. Speak, boys. Amuse us. 	 他们说话的方式很古怪 说话吧，孩子们，让我乐一乐 	 こいつら気味の悪いしゃべり方をするのよ 何かしゃべりなさい 
2949447	2951011	 Go on. 	 说吧 	
2953993	2955015	 No. 	 不要 	
2955202	2956016	 Speak! 	 说！ 	 しゃべりなさい! 
